id,transactions
52,"[{'order_id': 301, 'purchase_value': 86.41, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 302, 'purchase_value': 115.64, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 303, 'purchase_value': 81.53, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 304, 'purchase_value': 187.54, 'discount_value': 0.0, 'applies_discount': False}]"
53,"[{'order_id': 305, 'purchase_value': 59.04, 'discount_value': 5.9, 'applies_discount': True}, {'order_id': 306, 'purchase_value': 177.86, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 307, 'purchase_value': 38.68, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 308, 'purchase_value': 26.32, 'discount_value': 2.63, 'applies_discount': True}, {'order_id': 309, 'purchase_value': 87.04, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 310, 'purchase_value': 110.09, 'discount_value': 11.01, 'applies_discount': True}, {'order_id': 311, 'purchase_value': 22.11, 'discount_value': 2.21, 'applies_discount': True}, {'order_id': 312, 'purchase_value': 47.0, 'discount_value': 4.7, 'applies_discount': True}, {'order_id': 313, 'purchase_value': 116.25, 'discount_value': 11.62, 'applies_discount': True}, {'order_id': 314, 'purchase_value': 137.19, 'discount_value': 0.0, 'applies_discount': False}]"
54,"[{'order_id': 315, 'purchase_value': 177.41, 'discount_value': 17.74, 'applies_discount': True}, {'order_id': 316, 'purchase_value': 120.25, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 317, 'purchase_value': 80.62, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 318, 'purchase_value': 110.98, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 319, 'purchase_value': 20.0, 'discount_value': 2.0, 'applies_discount': True}, {'order_id': 320, 'purchase_value': 24.99, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 321, 'purchase_value': 123.11, 'discount_value': 12.31, 'applies_discount': True}, {'order_id': 322, 'purchase_value': 100.94, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 323, 'purchase_value': 50.85, 'discount_value': 5.09, 'applies_discount': True}]"
55,"[{'order_id': 324, 'purchase_value': 94.54, 'discount_value': 9.45, 'applies_discount': True}, {'order_id': 325, 'purchase_value': 27.92, 'discount_value': 2.79, 'applies_discount': True}, {'order_id': 326, 'purchase_value': 40.9, 'discount_value': 4.09, 'applies_discount': True}]"
56,"[{'order_id': 327, 'purchase_value': 43.09, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 328, 'purchase_value': 69.59, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 329, 'purchase_value': 71.84, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 330, 'purchase_value': 32.16, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 331, 'purchase_value': 92.76, 'discount_value': 0.0, 'applies_discount': False}]"
57,"[{'order_id': 332, 'purchase_value': 57.53, 'discount_value': 5.75, 'applies_discount': True}]"
58,"[{'order_id': 333, 'purchase_value': 190.42, 'discount_value': 19.04, 'applies_discount': True}, {'order_id': 334, 'purchase_value': 148.04, 'discount_value': 14.8, 'applies_discount': True}, {'order_id': 335, 'purchase_value': 139.48, 'discount_value': 13.95, 'applies_discount': True}]"
59,"[{'order_id': 336, 'purchase_value': 150.87, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 337, 'purchase_value': 168.53, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 338, 'purchase_value': 17.76, 'discount_value': 1.78, 'applies_discount': True}, {'order_id': 339, 'purchase_value': 76.34, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 340, 'purchase_value': 48.96, 'discount_value': 0.0, 'applies_discount': False}]"
60,"[{'order_id': 341, 'purchase_value': 193.63, 'discount_value': 19.36, 'applies_discount': True}, {'order_id': 342, 'purchase_value': 30.43, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 343, 'purchase_value': 98.95, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 344, 'purchase_value': 64.24, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 345, 'purchase_value': 69.15, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 346, 'purchase_value': 112.86, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 347, 'purchase_value': 167.71, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 348, 'purchase_value': 116.63, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 349, 'purchase_value': 163.63, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 350, 'purchase_value': 48.57, 'discount_value': 0.0, 'applies_discount': False}]"
61,"[{'order_id': 351, 'purchase_value': 47.61, 'discount_value': 4.76, 'applies_discount': True}, {'order_id': 352, 'purchase_value': 119.23, 'discount_value': 11.92, 'applies_discount': True}, {'order_id': 353, 'purchase_value': 59.36, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 354, 'purchase_value': 102.88, 'discount_value': 10.29, 'applies_discount': True}, {'order_id': 355, 'purchase_value': 56.56, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 356, 'purchase_value': 33.98, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 357, 'purchase_value': 43.08, 'discount_value': 4.31, 'applies_discount': True}, {'order_id': 358, 'purchase_value': 123.48, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 359, 'purchase_value': 171.63, 'discount_value': 0.0, 'applies_discount': False}]"
62,"[{'order_id': 360, 'purchase_value': 77.19, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 361, 'purchase_value': 131.4, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 362, 'purchase_value': 138.92, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 363, 'purchase_value': 43.51, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 364, 'purchase_value': 95.7, 'discount_value': 9.57, 'applies_discount': True}, {'order_id': 365, 'purchase_value': 116.19, 'discount_value': 0.0, 'applies_discount': False}]"
63,"[{'order_id': 366, 'purchase_value': 17.53, 'discount_value': 1.75, 'applies_discount': True}, {'order_id': 367, 'purchase_value': 98.66, 'discount_value': 9.87, 'applies_discount': True}, {'order_id': 368, 'purchase_value': 118.92, 'discount_value': 11.89, 'applies_discount': True}, {'order_id': 369, 'purchase_value': 13.52, 'discount_value': 1.35, 'applies_discount': True}, {'order_id': 370, 'purchase_value': 67.27, 'discount_value': 6.73, 'applies_discount': True}, {'order_id': 371, 'purchase_value': 133.71, 'discount_value': 13.37, 'applies_discount': True}, {'order_id': 372, 'purchase_value': 111.36, 'discount_value': 11.14, 'applies_discount': True}, {'order_id': 373, 'purchase_value': 182.12, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 374, 'purchase_value': 30.34, 'discount_value': 3.03, 'applies_discount': True}]"
64,"[{'order_id': 375, 'purchase_value': 190.13, 'discount_value': 19.01, 'applies_discount': True}, {'order_id': 376, 'purchase_value': 87.17, 'discount_value': 8.72, 'applies_discount': True}]"
65,"[{'order_id': 377, 'purchase_value': 44.73, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 378, 'purchase_value': 22.14, 'discount_value': 2.21, 'applies_discount': True}, {'order_id': 379, 'purchase_value': 166.79, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 380, 'purchase_value': 159.05, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 381, 'purchase_value': 197.15, 'discount_value': 19.72, 'applies_discount': True}, {'order_id': 382, 'purchase_value': 43.8, 'discount_value': 4.38, 'applies_discount': True}, {'order_id': 383, 'purchase_value': 110.7, 'discount_value': 11.07, 'applies_discount': True}, {'order_id': 384, 'purchase_value': 181.87, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 385, 'purchase_value': 93.83, 'discount_value': 9.38, 'applies_discount': True}, {'order_id': 386, 'purchase_value': 163.19, 'discount_value': 16.32, 'applies_discount': True}]"
66,"[{'order_id': 387, 'purchase_value': 13.82, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 388, 'purchase_value': 177.17, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 389, 'purchase_value': 19.95, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 390, 'purchase_value': 106.65, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 391, 'purchase_value': 116.31, 'discount_value': 0.0, 'applies_discount': False}]"
67,"[{'order_id': 392, 'purchase_value': 13.13, 'discount_value': 1.31, 'applies_discount': True}, {'order_id': 393, 'purchase_value': 123.12, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 394, 'purchase_value': 98.87, 'discount_value': 9.89, 'applies_discount': True}, {'order_id': 395, 'purchase_value': 134.12, 'discount_value': 13.41, 'applies_discount': True}]"
68,"[{'order_id': 396, 'purchase_value': 197.35, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 397, 'purchase_value': 81.18, 'discount_value': 8.12, 'applies_discount': True}, {'order_id': 398, 'purchase_value': 109.85, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 399, 'purchase_value': 160.62, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 400, 'purchase_value': 188.44, 'discount_value': 0.0, 'applies_discount': False}]"
69,"[{'order_id': 401, 'purchase_value': 199.26, 'discount_value': 19.93, 'applies_discount': True}, {'order_id': 402, 'purchase_value': 107.88, 'discount_value': 10.79, 'applies_discount': True}, {'order_id': 403, 'purchase_value': 62.57, 'discount_value': 6.26, 'applies_discount': True}, {'order_id': 404, 'purchase_value': 166.64, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 405, 'purchase_value': 14.62, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 406, 'purchase_value': 139.37, 'discount_value': 0.0, 'applies_discount': False}]"
70,"[{'order_id': 407, 'purchase_value': 52.37, 'discount_value': 5.24, 'applies_discount': True}]"
71,"[{'order_id': 408, 'purchase_value': 78.15, 'discount_value': 7.82, 'applies_discount': True}, {'order_id': 409, 'purchase_value': 146.08, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 410, 'purchase_value': 149.61, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 411, 'purchase_value': 79.01, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 412, 'purchase_value': 141.64, 'discount_value': 0.0, 'applies_discount': False}]"
72,"[{'order_id': 413, 'purchase_value': 168.08, 'discount_value': 16.81, 'applies_discount': True}, {'order_id': 414, 'purchase_value': 166.78, 'discount_value': 0.0, 'applies_discount': False}]"
73,"[{'order_id': 415, 'purchase_value': 29.48, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 416, 'purchase_value': 44.88, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 417, 'purchase_value': 32.9, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 418, 'purchase_value': 129.1, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 419, 'purchase_value': 199.38, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 420, 'purchase_value': 79.75, 'discount_value': 7.98, 'applies_discount': True}]"
74,"[{'order_id': 421, 'purchase_value': 196.05, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 422, 'purchase_value': 59.44, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 423, 'purchase_value': 43.05, 'discount_value': 0.0, 'applies_discount': False}]"
75,"[{'order_id': 424, 'purchase_value': 100.04, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 425, 'purchase_value': 57.68, 'discount_value': 5.77, 'applies_discount': True}, {'order_id': 426, 'purchase_value': 110.66, 'discount_value': 11.07, 'applies_discount': True}, {'order_id': 427, 'purchase_value': 33.63, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 428, 'purchase_value': 79.62, 'discount_value': 0.0, 'applies_discount': False}]"
76,"[{'order_id': 429, 'purchase_value': 63.52, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 430, 'purchase_value': 87.74, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 431, 'purchase_value': 138.04, 'discount_value': 13.8, 'applies_discount': True}, {'order_id': 432, 'purchase_value': 164.1, 'discount_value': 16.41, 'applies_discount': True}, {'order_id': 433, 'purchase_value': 65.81, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 434, 'purchase_value': 150.48, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 435, 'purchase_value': 196.64, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 436, 'purchase_value': 109.51, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 437, 'purchase_value': 62.47, 'discount_value': 6.25, 'applies_discount': True}]"
77,"[{'order_id': 438, 'purchase_value': 114.72, 'discount_value': 11.47, 'applies_discount': True}, {'order_id': 439, 'purchase_value': 70.8, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 440, 'purchase_value': 153.55, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 441, 'purchase_value': 158.18, 'discount_value': 0.0, 'applies_discount': False}]"
78,"[{'order_id': 442, 'purchase_value': 106.88, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 443, 'purchase_value': 135.73, 'discount_value': 13.57, 'applies_discount': True}, {'order_id': 444, 'purchase_value': 66.8, 'discount_value': 0.0, 'applies_discount': False}]"
79,"[{'order_id': 445, 'purchase_value': 16.1, 'discount_value': 1.61, 'applies_discount': True}, {'order_id': 446, 'purchase_value': 177.51, 'discount_value': 17.75, 'applies_discount': True}, {'order_id': 447, 'purchase_value': 46.28, 'discount_value': 4.63, 'applies_discount': True}, {'order_id': 448, 'purchase_value': 87.4, 'discount_value': 8.74, 'applies_discount': True}, {'order_id': 449, 'purchase_value': 48.69, 'discount_value': 4.87, 'applies_discount': True}, {'order_id': 450, 'purchase_value': 98.28, 'discount_value': 9.83, 'applies_discount': True}, {'order_id': 451, 'purchase_value': 124.72, 'discount_value': 12.47, 'applies_discount': True}, {'order_id': 452, 'purchase_value': 93.15, 'discount_value': 9.32, 'applies_discount': True}, {'order_id': 453, 'purchase_value': 107.0, 'discount_value': 0.0, 'applies_discount': False}]"
80,"[{'order_id': 454, 'purchase_value': 90.52, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 455, 'purchase_value': 58.53, 'discount_value': 5.85, 'applies_discount': True}, {'order_id': 456, 'purchase_value': 14.95, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 457, 'purchase_value': 133.06, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 458, 'purchase_value': 35.08, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 459, 'purchase_value': 106.25, 'discount_value': 0.0, 'applies_discount': False}]"
81,"[{'order_id': 460, 'purchase_value': 153.86, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 461, 'purchase_value': 149.38, 'discount_value': 14.94, 'applies_discount': True}, {'order_id': 462, 'purchase_value': 131.72, 'discount_value': 13.17, 'applies_discount': True}, {'order_id': 463, 'purchase_value': 91.7, 'discount_value': 9.17, 'applies_discount': True}]"
82,"[{'order_id': 464, 'purchase_value': 184.12, 'discount_value': 0.0, 'applies_discount': False}]"
83,"[{'order_id': 465, 'purchase_value': 70.87, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 466, 'purchase_value': 107.83, 'discount_value': 10.78, 'applies_discount': True}, {'order_id': 467, 'purchase_value': 111.65, 'discount_value': 0.0, 'applies_discount': False}, {'order_id': 468, 'purchase_value': 99.02, 'discount_value': 9.9, 'applies_discount': True}]"
84,"[{'order_id': 469, 'purchase_value': 95.75, 'discount_value': 9.58, 'applies_discount': True}, {'order_id': 470, 'purchase_value': 67.2, 'discount_value': 6.72, 'applies_discount': True}, {'order_id': 471, 'purchase_value': 34.07, 'discount_value': 3.41, 'applies_discount': True}, {'order_id': 472, 'purchase_value': 186.74, 'discount_value': 18.67, 'applies_discount': True}, {'order_id': 473, 'purchase_value': 114.45, 'discount_value': 0.0, 'applies_discount': False}]"
